SK_ID_CURR,avg_income
321819,14.14738430583501
378616,14.147336222278868
326648,14.147130153597413
446354,14.147130153597413
226381,14.14689911403258
400531,14.14683691236216
100783,14.146494812951902
142460,14.146494812951902
185914,14.146494812951902
202759,14.146494812951902
243354,14.146494812951902
288148,14.146494812951902
409451,14.146494812951902
423240,14.146494812951902
435032,14.146494812951902
435955,14.146494812951902
157367,14.145859529369499
243537,14.145859529369499
414594,14.145859529369499
411488,14.145647780854727
148806,14.145605431912486
269808,14.145605431912486
365701,14.145605431912486
105572,14.145468613985878
200701,14.145383104125736
346222,14.145383104125736
385632,14.145383104125736
132274,14.14501257334451
141277,14.14501257334451
201750,14.14501257334451
218208,14.14501257334451
223712,14.14501257334451
247986,14.14501257334451
294732,14.14501257334451
398152,14.14501257334451
173145,14.144784564050486
167185,14.14471616269567
140943,14.144715344979264
289400,14.144271570014144
371424,14.144271570014144
278438,14.144100580270793
101541,14.144024586156318
299419,14.144024586156318
444001,14.1439205955335
329684,14.143827005280363
134042,14.143530644316396
152010,14.143530644316396
165724,14.143530644316396
372950,14.143530644316396
401122,14.143373010565735
239064,14.143318965517242
262330,14.143318965517242
171206,14.143036736974437
234780,14.143036736974437
284970,14.142937959645483
310973,14.142937959645483
115953,14.142774677698672
330902,14.142049025769955
369992,14.142049025769955
373494,14.142049025769955
377793,14.142049025769955
415296,14.142049025769955
297370,14.141678669634674
337662,14.141414141414142
155264,14.141308332896873
316243,14.141308332896873
174820,14.141160203632706
188474,14.141160203632706
306517,14.141061452513966
372005,14.141061452513966
176896,14.140938015555031
223853,14.140938015555031
109596,14.140567717607626
336224,14.140567717607626
420592,14.140567717607626
396144,14.140433068616808
198387,14.14027149321267
321411,14.14027149321267
373958,14.14027149321267
149147,14.140238580157114
249862,14.14014454369978
206676,14.13999806632505
143181,14.139827179890023
249539,14.139827179890023
252567,14.139827179890023
258708,14.139827179890023
285971,14.139827179890023
335907,14.139827179890023
368156,14.139827179890023
194167,14.139509830325881
426254,14.139415803561038
121984,14.139382894488783
127378,14.139382894488783
155101,14.139382894488783
266116,14.139382894488783
101767,14.139314545366656
243415,14.139298271863545
231695,14.13908671973188
292160,14.13908671973188
424930,14.13908671973188
274436,14.138875173930607
370057,14.138817480719794
106365,14.1387165187338
303797,14.1387165187338
448810,14.1387165187338
122112,14.138615416841223
117602,14.13849440743999
449360,14.13849440743999
431121,14.138463234483519
454433,14.138438880706921
152663,14.138240574506284
153774,14.138240574506284
371861,14.138240574506284
431859,14.137867307336906
226830,14.137606032045241
230496,14.137606032045241
265222,14.137606032045241
295000,14.137606032045241
332725,14.137606032045241
348988,14.137606032045241
429291,14.137202261952362
172710,14.137112538397096
183869,14.137112538397096
239983,14.137112538397096
120743,14.136971546539808
132098,14.136971546539808
181832,14.136971546539808
249014,14.136971546539808
211816,14.136904761904763
418951,14.136742440769668
246327,14.136717768283487
356540,14.136717768283487
424919,14.13656102744156
184666,14.136495719783241
110608,14.136125654450261
201306,14.136125654450261
266493,14.136125654450261
289482,14.136125654450261
444039,14.136125654450261
378615,14.135829616133693
233077,14.135764633772602
426337,14.135764633772602
350610,14.13564035223235
356407,14.135615251299827
364201,14.135254988913525
317937,14.135068431680503
268682,14.134941575574821
353720,14.134941575574821
399897,14.134941575574821
200082,14.13478012564249
132864,14.134645586849544
206016,14.134645586849544
244745,14.134645586849544
271281,14.134645586849544
336330,14.134645586849544
325334,14.134567697140023
105815,14.134481154025128
262714,14.134434173920846
439191,14.134434173920846
101197,14.134275618374557
325384,14.134275618374557
399156,14.134275618374557
176149,14.134152299853424
239066,14.134152299853424
110045,14.13405364658584
261489,14.13405364658584
437490,14.13405364658584
265731,14.133905669266607
355194,14.133905669266607
316500,14.133628318584071
400444,14.133482893998877
286685,14.133318893160773
107506,14.133165829145728
128947,14.133165829145728
139408,14.133165829145728
139860,14.133165829145728
140594,14.133165829145728
176173,14.133165829145728
182847,14.133165829145728
206355,14.133165829145728
209272,14.133165829145728
249274,14.133165829145728
253167,14.133165829145728
294563,14.133165829145728
334623,14.133165829145728
356739,14.133165829145728
404536,14.133165829145728
422031,14.133165829145728
213262,14.132278123233466
303976,14.132179496126737
345716,14.132179496126737
114681,14.132056214179164
367192,14.132056214179164
238208,14.131897711978466
271579,14.131800173929848
219757,14.131726362247496
269336,14.131726362247496
211302,14.131686381241495
360447,14.131686381241495
164355,14.131390528828037
215967,14.131390528828037
399345,14.131390528828037
435941,14.131390528828037
203049,14.13119330076762
454699,14.131046119235096
112626,14.13094677343382
311666,14.13094677343382
257685,14.13082191780822
321605,14.130745075649443
392036,14.130745075649443
100590,14.130503045908434
241141,14.130232558139534
218733,14.130207243039564
251740,14.130207243039564
450070,14.130207243039564
426708,14.130033247137051
127033,14.129837506868672
174392,14.129837506868672
220898,14.129837506868672
104085,14.129467790046576
186807,14.129362160222481
155168,14.129221322913759
197298,14.129221322913759
121419,14.1287284144427
174728,14.1287284144427
250219,14.1287284144427
260295,14.1287284144427
266104,14.1287284144427
291377,14.1287284144427
342289,14.1287284144427
347719,14.1287284144427
362030,14.1287284144427
394655,14.1287284144427
411492,14.1287284144427
455168,14.1287284144427
152595,14.12838719026228
148183,14.128376358018539
158379,14.128235540361404
209623,14.128235540361404
219844,14.128235540361404
377663,14.128235540361404
393022,14.128235540361404
446174,14.128235540361404
381998,14.12821261682243
387877,14.127963624553427
119087,14.127841265854578
208005,14.127841265854578
249649,14.127841265854578
267794,14.127841265854578
297190,14.127841265854578
415694,14.127619496114905
422729,14.127619496114905
155155,14.127249895353705
436549,14.127249895353705
378684,14.127144298688194
320290,14.1269542286683
341301,14.1269542286683
393781,14.1269542286683
415451,14.1269542286683
331263,14.126827518163063
444475,14.126827518163063
328866,14.126712328767123
377399,14.126712328767123
348269,14.126340191248913
145535,14.126264387861877
327254,14.126264387861877
423273,14.126264387861877
348881,14.12619399973093
125005,14.126149802890932
373052,14.126067302862882
266625,14.125799573560768
247117,14.12577168567542
341603,14.12577168567542
369947,14.12577168567542
398385,14.12577168567542
414013,14.12577168567542
280099,14.125731738355816
241967,14.125425766379482
177415,14.125402181589893
369918,14.125402181589893
449941,14.125402181589893
394969,14.125316914161536
230306,14.125180488417351
427876,14.125180488417351
116668,14.124975854742129
411591,14.124975854742129
121336,14.12494258153422
151456,14.124927133312408
216754,14.124927133312408
101277,14.124293785310735
135761,14.124293785310735
224884,14.124293785310735
249964,14.124293785310735
287756,14.124293785310735
300109,14.124293785310735
347225,14.124293785310735
349312,14.124293785310735
354525,14.124293785310735
370370,14.124293785310735
382957,14.124293785310735
385594,14.124293785310735
388124,14.124293785310735
418389,14.124293785310735
377948,14.124025109377973
205245,14.123772247249095
160478,14.123407193522064
212463,14.123407193522064
340418,14.123185562965869
143627,14.123076923076923
177997,14.123056711188964
144785,14.123027259684362
177056,14.123027259684362
364656,14.123027259684362
263169,14.122980355689876
189063,14.122816194162569
264021,14.122816194162569
316427,14.122816194162569
325563,14.122816194162569
366345,14.12252071303038
233237,14.122262177182085
236510,14.122247972190035
107490,14.122077514514357
421289,14.122077514514357
170111,14.12190706095353
300797,14.121760961176365
170378,14.121634343814724
188666,14.121634343814724
406471,14.121634343814724
156084,14.12155614010799
106790,14.121338912133892
197847,14.121338912133892
251999,14.121338912133892
296567,14.121338912133892
174813,14.121127897072668
108791,14.120969639915273
344903,14.120969639915273
393702,14.120969639915273
427868,14.120969639915273
438139,14.120600387009048
135602,14.12049488972566
260120,14.120354229133254
336177,14.120354229133254
103224,14.120283899887934
152836,14.119861939127706
374077,14.119861939127706
418689,14.119861939127706
419306,14.119861939127706
448311,14.119861939127706
172086,14.119537766893702
326801,14.119433198380566
233394,14.119369683447218
370054,14.119369683447218
399755,14.119369683447218
106325,14.11922904527118
134409,14.11922904527118
170241,14.11922904527118
227747,14.11922904527118
365036,14.11922904527118
397540,14.11922904527118
424055,14.11922904527118
117404,14.119123568477749
228270,14.118975903614459
372226,14.118975903614459
417860,14.118975903614459
205699,14.118754412110754
205731,14.118653736451797
152840,14.118596208148446
119512,14.11838527504706
314561,14.11838527504706
386776,14.11838527504706
338415,14.118278470660396
136382,14.118089979293469
221342,14.117982602082046
160349,14.117963427751882
260488,14.117963427751882
346557,14.117963427751882
140988,14.117647058823529
380024,14.117647058823529
429220,14.117647058823529
451929,14.117647058823529
347948,14.117330704073858
106136,14.117204166143807
153871,14.117204166143807
315208,14.117204166143807
268573,14.117043121149898
105611,14.116856198532295
192926,14.11669803710675
306475,14.11669803710675
402888,14.116539879225158
421074,14.116539879225158
455664,14.116539879225158
425982,14.116416869989543
105857,14.116318464144552
164738,14.116318464144552
277949,14.116318464144552
299580,14.115969581749049
431590,14.115898959881129
382966,14.115738236884802
287662,14.115613597080852
438277,14.1155712395236
107012,14.11543287327478
129781,14.11543287327478
171141,14.11543287327478
226704,14.11543287327478
276612,14.11543287327478
329188,14.11543287327478
351933,14.11543287327478
417323,14.11543287327478
435578,14.11543287327478
409903,14.11518689553019
241611,14.115056059797118
238936,14.115011202389843
190875,14.114751725136323
192844,14.11454739351358
136395,14.114524690365128
266412,14.114326040931546
249049,14.114167936194999
393181,14.114167936194999
409933,14.114167936194999
261514,14.114114114114114
126040,14.113957135389441
209035,14.113957135389441
156101,14.113662024840044
289688,14.113662024840044
417051,14.113662024840044
297409,14.113389626055488
435372,14.113389626055488
148147,14.113219382154618
176523,14.113219382154618
171052,14.113018190112333
140832,14.112903225806452
278681,14.112903225806452
377827,14.112903225806452
130023,14.11277676723327
439401,14.11277676723327
123743,14.112481706042233
136477,14.112481706042233
279662,14.112481706042233
282337,14.112481706042233
408455,14.112481706042233
297233,14.112404060410993
103556,14.112112896903175
155843,14.112112896903175
274446,14.111891620672353
318731,14.111891620672353
120835,14.111744107040192
167036,14.111638742048203
197119,14.111638742048203
272177,14.111638742048203
284219,14.111638742048203
364365,14.111638742048203
395581,14.111638742048203
407960,14.111638742048203
135440,14.111498257839722
207675,14.111498257839722
264217,14.111498257839722
350194,14.111498257839722
403891,14.111346970281744
113582,14.111006585136407
188964,14.111006585136407
198649,14.111006585136407
201446,14.111006585136407
255544,14.111006585136407
292411,14.111006585136407
309264,14.111006585136407
337791,14.111006585136407
373265,14.111006585136407
393297,14.111006585136407
421553,14.111006585136407
453209,14.111006585136407
429004,14.11051494669361
300892,14.110269140318788
123184,14.110121660604541
211030,14.110121660604541
119775,14.110052259452813
293189,14.109859482057834
380328,14.109799897383274
321072,14.109742441209406
165797,14.10953177257525
308020,14.10953177257525
337240,14.10953177257525
408143,14.10953177257525
171468,14.109236847055872
356371,14.109110454178984
427944,14.109110454178984
428128,14.108794481893714
304653,14.108352144469526
103101,14.10822108685555
351382,14.10822108685555
138035,14.1081625797783
173738,14.108057268262096
277640,14.108057268262096
252221,14.107717041800644
330705,14.107717041800644
297348,14.107688690336234
367658,14.107688690336234
424617,14.107688690336234
283256,14.107588172426079
208191,14.10756583530723
393065,14.10756583530723
443758,14.10756583530723
389961,14.107485604606525
117546,14.107467552824628
168883,14.107467552824628
130095,14.106583072100314
138716,14.106583072100314
177737,14.106583072100314
236130,14.106583072100314
310410,14.106583072100314
368412,14.106583072100314
370198,14.106583072100314
389320,14.106583072100314
395654,14.106583072100314
405430,14.106583072100314
406607,14.106583072100314
453901,14.106583072100314
107899,14.105945294250622
114638,14.105913084777962
453330,14.105846089546
324946,14.105748757984387
136701,14.105698702275719
171895,14.105698702275719
241003,14.105698702275719
417137,14.105698702275719
